i	6.000000	6.000000
v	10.000000	9.000000
r	10.000000	8.000000
m	6.000000	6.000000
s	9.000000	9.000000
v	12.000000	10.000000
p	8.000000	8.000000
v	10.000000	10.000000
u	11.000000	9.000000
f	9.000000	5.000000
a	2.000000	1.000000
b	3.000000	2.000000
n	22.000000	10.000000
j	11.000000	7.000000
x	99.000000	24.000000
f	13.000000	5.000000
l	18.000000	8.000000
i	9.000000	6.000000
l	8.000000	6.000000
d	5.000000	4.000000
p	13.000000	8.000000
b	2.000000	2.000000
r	9.000000	8.000000
x	14.000000	10.000000
d	4.000000	4.000000
c	3.000000	2.000000
f	6.000000	5.000000
n	11.000000	7.000000
n	7.000000	7.000000
w	12.000000	9.000000
p	8.000000	8.000000
a	1.000000	1.000000
z	14.000000	9.000000
g	5.000000	5.000000
h	5.000000	5.000000
v	11.000000	9.000000
t	10.000000	9.000000
t	14.000000	9.000000
n	8.000000	7.000000
b	2.000000	2.000000
o	9.000000	8.000000
z	17.000000	13.000000
j	9.000000	6.000000
i	18.000000	17.000000
h	7.000000	5.000000
c	5.000000	3.000000
c	4.000000	3.000000
w	29.000000	10.000000
p	11.000000	9.000000
w	14.000000	56.000000
u	16.000000	12.000000
x	17.000000	12.000000
k	11.000000	7.000000
u	21.000000	13.000000
e	5.000000	4.000000
m	10.000000	7.000000
w	33.000000	10.000000
r	12.000000	9.000000
j	7.000000	6.000000
j	38.000000	6.000000
t	36.000000	9.000000
d	9.000000	5.000000
n	16.000000	8.000000
z	24.000000	10.000000
v	14.000000	9.000000
h	9.000000	6.000000
k	8.000000	6.000000
z	15.000000	9.000000
r	12.000000	8.000000
g	6.000000	4.000000
o	9.000000	7.000000
l	6.000000	7.000000
s	11.000000	8.000000
s	9.000000	8.000000
z	13.000000	9.000000
q	9.000000	8.000000
w	10.000000	9.000000
w	11.000000	9.000000
m	7.000000	7.000000
i	5.000000	5.000000
h	6.000000	7.000000
h	8.000000	6.000000
d	5.000000	4.000000
m	13.000000	8.000000
y	18.000000	15.000000
v	42.000000	22.000000
p	13.000000	9.000000
f	8.000000	6.000000
h	14.000000	6.000000
g	8.000000	5.000000
l	11.000000	6.000000
r	14.000000	9.000000
f	29.000000	7.000000
j	14.000000	7.000000
j	9.000000	6.000000
w	20.000000	11.000000
h	10.000000	6.000000
c	4.000000	3.000000
h	7.000000	5.000000
s	16.000000	11.000000
l	9.000000	7.000000
e	8.000000	5.000000
j	9.000000	6.000000
s	15.000000	10.000000
a	3.000000	2.000000
f	25.000000	5.000000
b	2.000000	2.000000
i	10.000000	6.000000
v	27.000000	15.000000
g	10.000000	6.000000
r	17.000000	10.000000
n	11.000000	8.000000
b	3.000000	2.000000
o	15.000000	8.000000
k	13.000000	6.000000
s	14.000000	10.000000
g	8.000000	6.000000
t	17.000000	12.000000
m	13.000000	7.000000
r	12.000000	8.000000
t	16.000000	13.000000
b	3.000000	2.000000
k	11.000000	7.000000
a	5.000000	2.000000
i	19.000000	6.000000
o	16.000000	8.000000
q	16.000000	10.000000
z	35.000000	13.000000
p	13.000000	9.000000
x	16.000000	11.000000
l	10.000000	7.000000
w	15.000000	10.000000
h	10.000000	6.000000
c	5.000000	3.000000
b	3.000000	2.000000
h	10.000000	6.000000
d	6.000000	4.000000
n	15.000000	8.000000
u	16.000000	10.000000
y	18.000000	14.000000
b	11.000000	3.000000
y	60.000000	92.000000
d	8.000000	4.000000
r	19.000000	11.000000
f	8.000000	5.000000
e	31.000000	5.000000
k	10.000000	6.000000
e	6.000000	4.000000
g	9.000000	5.000000
c	6.000000	4.000000
l	14.000000	7.000000
c	6.000000	3.000000
a	3.000000	1.000000
v	50.000000	13.000000
l	12.000000	7.000000
i	10.000000	6.000000
y	19.000000	11.000000
y	17.000000	12.000000
n	12.000000	9.000000
g	7.000000	5.000000
a	2.000000	2.000000
k	11.000000	7.000000
i	9.000000	6.000000
a	2.000000	2.000000
q	16.000000	10.000000
j	36.000000	8.000000
l	11.000000	7.000000
c	5.000000	3.000000
v	21.000000	13.000000
m	15.000000	8.000000
z	20.000000	12.000000
j	11.000000	6.000000
s	15.000000	11.000000
d	5.000000	4.000000
g	9.000000	6.000000
i	9.000000	6.000000
r	16.000000	11.000000
n	11.000000	7.000000
g	8.000000	5.000000
a	1.000000	2.000000
x	19.000000	11.000000
k	9.000000	6.000000
p	34.000000	11.000000
m	11.000000	8.000000
c	4.000000	3.000000
s	14.000000	13.000000
v	22.000000	13.000000
h	8.000000	6.000000
a	2.000000	2.000000
r	14.000000	11.000000
o	13.000000	10.000000
s	14.000000	11.000000
p	15.000000	10.000000
n	11.000000	7.000000
p	14.000000	9.000000
m	31.000000	7.000000
p	12.000000	11.000000
h	9.000000	7.000000
u	38.000000	13.000000
x	19.000000	15.000000
i	10.000000	7.000000
w	17.000000	15.000000
y	17.000000	14.000000
m	11.000000	9.000000
m	11.000000	8.000000
i	10.000000	8.000000
h	8.000000	7.000000
g	8.000000	6.000000
r	15.000000	167.000000
w	26.000000	17.000000
z	19.000000	16.000000
t	15.000000	12.000000
u	14.000000	11.000000
p	13.000000	11.000000
r	15.000000	11.000000
g	9.000000	7.000000
c	4.000000	3.000000
x	17.000000	15.000000
a	2.000000	1.000000
m	13.000000	9.000000
d	6.000000	4.000000
j	12.000000	9.000000
a	2.000000	1.000000
r	15.000000	12.000000
x	17.000000	13.000000
j	10.000000	8.000000
n	11.000000	9.000000
c	4.000000	3.000000
d	5.000000	3.000000
q	15.000000	11.000000
m	12.000000	10.000000
z	19.000000	16.000000
x	17.000000	13.000000
k	10.000000	7.000000
x	16.000000	13.000000
v	16.000000	15.000000
s	15.000000	11.000000
r	15.000000	11.000000
b	4.000000	3.000000
t	22.000000	17.000000
k	11.000000	8.000000
d	7.000000	5.000000
q	16.000000	13.000000
u	15.000000	12.000000
g	8.000000	7.000000
r	19.000000	12.000000
j	10.000000	8.000000
m	10.000000	8.000000
v	19.000000	36.000000
o	16.000000	11.000000
e	7.000000	5.000000
s	17.000000	11.000000
s	16.000000	17.000000
c	4.000000	3.000000
p	12.000000	10.000000
f	8.000000	6.000000
i	10.000000	7.000000
o	13.000000	9.000000
z	16.000000	32.000000
u	19.000000	14.000000
q	14.000000	12.000000
z	18.000000	15.000000
w	17.000000	15.000000
f	7.000000	6.000000
n	13.000000	10.000000
n	12.000000	9.000000
f	8.000000	6.000000
h	9.000000	7.000000
l	10.000000	9.000000
u	17.000000	23.000000
b	4.000000	2.000000
p	14.000000	12.000000
r	16.000000	24.000000
v	17.000000	34.000000
z	18.000000	13.000000
j	9.000000	7.000000
q	14.000000	11.000000
h	10.000000	6.000000
t	16.000000	12.000000
x	16.000000	15.000000
n	12.000000	10.000000
o	13.000000	10.000000
z	43.000000	15.000000
m	13.000000	10.000000
d	7.000000	5.000000
o	12.000000	9.000000
y	17.000000	13.000000
u	17.000000	14.000000
q	17.000000	12.000000
o	13.000000	10.000000
h	9.000000	7.000000
l	13.000000	10.000000
f	8.000000	5.000000
k	10.000000	8.000000
h	9.000000	7.000000
k	11.000000	8.000000
g	52.000000	8.000000
d	6.000000	4.000000
f	12.000000	6.000000
e	5.000000	5.000000
q	70.000000	17.000000
r	20.000000	12.000000
c	4.000000	3.000000
k	21.000000	7.000000
p	17.000000	9.000000
p	14.000000	9.000000
w	59.000000	19.000000
a	2.000000	1.000000
j	14.000000	7.000000
q	17.000000	9.000000
x	36.000000	12.000000
o	12.000000	8.000000
h	9.000000	7.000000
c	4.000000	3.000000
l	10.000000	6.000000
p	13.000000	9.000000
c	4.000000	3.000000
x	34.000000	12.000000
t	16.000000	10.000000
o	10.000000	7.000000
q	15.000000	8.000000
k	10.000000	6.000000
i	9.000000	6.000000
r	19.000000	43.000000
u	20.000000	11.000000
c	5.000000	3.000000
c	5.000000	3.000000
x	17.000000	11.000000
w	67.000000	21.000000
a	2.000000	1.000000
t	44.000000	31.000000
o	15.000000	8.000000
f	20.000000	5.000000
u	17.000000	10.000000
v	14.000000	10.000000
v	13.000000	11.000000
p	28.000000	10.000000
x	16.000000	11.000000
v	15.000000	12.000000
u	17.000000	10.000000
l	11.000000	7.000000
o	11.000000	8.000000
x	14.000000	18.000000
p	13.000000	18.000000
v	38.000000	16.000000
d	5.000000	4.000000
e	7.000000	5.000000
a	2.000000	2.000000
q	12.000000	8.000000
t	13.000000	10.000000
b	2.000000	1.000000
b	3.000000	3.000000
h	8.000000	6.000000
d	5.000000	4.000000
g	6.000000	5.000000
m	9.000000	7.000000
y	16.000000	10.000000
r	13.000000	9.000000
r	11.000000	9.000000
u	13.000000	10.000000
c	3.000000	3.000000
l	10.000000	16.000000
j	8.000000	7.000000
a	2.000000	2.000000
j	8.000000	6.000000
f	7.000000	5.000000
j	9.000000	6.000000
p	12.000000	8.000000
u	14.000000	11.000000
u	17.000000	10.000000
k	14.000000	7.000000
d	8.000000	4.000000
n	12.000000	7.000000
n	14.000000	9.000000
s	18.000000	11.000000
a	2.000000	1.000000
q	14.000000	9.000000
u	20.000000	12.000000
k	10.000000	6.000000
g	6.000000	6.000000
d	6.000000	4.000000
c	5.000000	3.000000
d	6.000000	4.000000
s	14.000000	10.000000
v	19.000000	12.000000
w	16.000000	10.000000
n	13.000000	8.000000
m	12.000000	8.000000
q	22.000000	11.000000
s	18.000000	11.000000
o	12.000000	7.000000
f	7.000000	5.000000
h	9.000000	6.000000
d	9.000000	4.000000
t	20.000000	12.000000
o	16.000000	8.000000
r	24.000000	9.000000
r	13.000000	9.000000
b	3.000000	2.000000
q	15.000000	10.000000
g	9.000000	6.000000
h	10.000000	6.000000
w	21.000000	12.000000
q	15.000000	9.000000
a	1.000000	1.000000
w	24.000000	41.000000
e	7.000000	5.000000
r	15.000000	10.000000
e	8.000000	4.000000
c	5.000000	4.000000
t	17.000000	12.000000
k	13.000000	7.000000
c	5.000000	3.000000
a	3.000000	2.000000
x	20.000000	13.000000
q	21.000000	9.000000
a	1.000000	1.000000
s	15.000000	9.000000
d	4.000000	4.000000
z	16.000000	11.000000
a	1.000000	1.000000
u	15.000000	11.000000
m	15.000000	7.000000
l	9.000000	7.000000
w	17.000000	11.000000
i	8.000000	6.000000
n	10.000000	8.000000
a	1.000000	1.000000
s	11.000000	9.000000
m	32.000000	27.000000
d	8.000000	4.000000
w	29.000000	21.000000
a	2.000000	2.000000
l	12.000000	10.000000
x	18.000000	19.000000
j	9.000000	6.000000
u	14.000000	9.000000
g	8.000000	5.000000
r	15.000000	10.000000
f	9.000000	4.000000
z	18.000000	13.000000
t	30.000000	16.000000
b	4.000000	2.000000
x	21.000000	12.000000
l	12.000000	8.000000
o	12.000000	8.000000
w	19.000000	14.000000
n	10.000000	8.000000
f	17.000000	6.000000
c	3.000000	2.000000
e	5.000000	4.000000
l	38.000000	9.000000
v	22.000000	12.000000
v	17.000000	10.000000
w	15.000000	10.000000
y	13.000000	11.000000
i	9.000000	6.000000
o	9.000000	8.000000
t	12.000000	11.000000
p	10.000000	8.000000
p	10.000000	9.000000
y	16.000000	11.000000
n	11.000000	8.000000
g	6.000000	6.000000
u	14.000000	10.000000
w	12.000000	11.000000
z	16.000000	10.000000
t	13.000000	12.000000
q	11.000000	9.000000
h	7.000000	6.000000
b	3.000000	3.000000
x	12.000000	10.000000
q	12.000000	8.000000
f	7.000000	5.000000
t	12.000000	10.000000
o	17.000000	9.000000
h	8.000000	6.000000
v	15.000000	10.000000
t	14.000000	10.000000
j	10.000000	7.000000
r	13.000000	9.000000
w	13.000000	11.000000
j	8.000000	7.000000
d	3.000000	3.000000
a	2.000000	1.000000
v	14.000000	10.000000
q	10.000000	9.000000
u	12.000000	9.000000
x	15.000000	10.000000
v	15.000000	11.000000
a	2.000000	1.000000
d	6.000000	4.000000
f	6.000000	5.000000
r	17.000000	9.000000
y	15.000000	10.000000
s	12.000000	9.000000
a	2.000000	2.000000
r	13.000000	9.000000
s	11.000000	9.000000
q	12.000000	8.000000
x	15.000000	10.000000
m	10.000000	7.000000
m	11.000000	8.000000
m	10.000000	7.000000
u	15.000000	11.000000
b	3.000000	2.000000
y	17.000000	10.000000
u	15.000000	10.000000
j	9.000000	6.000000
p	12.000000	9.000000
t	15.000000	11.000000
r	13.000000	10.000000
h	9.000000	6.000000
v	17.000000	13.000000
s	15.000000	26.000000
u	19.000000	12.000000
a	3.000000	1.000000
v	25.000000	12.000000
g	8.000000	5.000000
e	7.000000	4.000000
i	10.000000	15.000000
u	19.000000	12.000000
r	15.000000	9.000000
k	11.000000	6.000000
k	8.000000	7.000000
v	16.000000	11.000000
l	10.000000	7.000000
f	6.000000	6.000000
t	15.000000	10.000000
z	15.000000	11.000000
l	9.000000	7.000000
c	3.000000	3.000000
k	8.000000	7.000000
y	41.000000	34.000000
g	8.000000	5.000000
b	3.000000	2.000000
n	12.000000	7.000000
q	35.000000	11.000000
f	9.000000	5.000000
r	16.000000	9.000000
m	12.000000	10.000000
o	12.000000	8.000000
o	12.000000	8.000000
s	14.000000	10.000000
z	25.000000	11.000000
d	6.000000	4.000000
z	21.000000	11.000000
m	13.000000	10.000000
n	12.000000	8.000000
l	11.000000	6.000000
k	8.000000	6.000000
t	15.000000	10.000000
e	5.000000	4.000000
m	10.000000	7.000000
d	5.000000	3.000000
n	12.000000	9.000000
n	13.000000	8.000000
q	17.000000	9.000000
b	3.000000	2.000000
n	13.000000	8.000000
d	6.000000	4.000000
i	10.000000	7.000000
g	8.000000	5.000000
k	10.000000	7.000000
p	14.000000	9.000000
d	7.000000	4.000000
d	4.000000	3.000000
a	3.000000	2.000000
p	15.000000	10.000000
a	3.000000	1.000000
a	2.000000	2.000000
d	6.000000	4.000000
z	26.000000	14.000000
c	5.000000	3.000000
g	9.000000	6.000000
n	12.000000	8.000000
d	7.000000	4.000000
z	17.000000	12.000000
r	15.000000	12.000000
u	22.000000	12.000000
x	18.000000	11.000000
i	10.000000	7.000000
w	16.000000	11.000000
u	17.000000	12.000000
m	11.000000	7.000000
f	8.000000	5.000000
p	15.000000	9.000000
c	4.000000	3.000000
m	117.000000	20.000000
w	59.000000	20.000000
u	23.000000	14.000000
k	11.000000	7.000000
c	5.000000	2.000000
i	10.000000	6.000000
i	20.000000	7.000000
v	21.000000	11.000000
a	2.000000	2.000000
z	25.000000	18.000000
s	14.000000	9.000000
y	14.000000	10.000000
r	14.000000	9.000000
x	18.000000	10.000000
z	22.000000	19.000000
u	50.000000	14.000000
m	12.000000	8.000000
j	15.000000	6.000000
b	2.000000	2.000000
p	19.000000	8.000000
z	17.000000	10.000000
c	4.000000	3.000000
n	9.000000	7.000000
j	9.000000	6.000000
v	19.000000	10.000000
v	13.000000	10.000000
c	3.000000	3.000000
i	7.000000	5.000000
o	8.000000	7.000000
n	9.000000	7.000000
j	7.000000	6.000000
p	9.000000	7.000000
a	2.000000	2.000000
o	14.000000	9.000000
m	14.000000	7.000000
a	3.000000	2.000000
o	16.000000	10.000000
j	11.000000	7.000000
h	15.000000	7.000000
o	12.000000	7.000000
a	3.000000	2.000000
l	11.000000	6.000000
z	33.000000	13.000000
b	2.000000	2.000000
u	15.000000	10.000000
f	10.000000	5.000000
z	17.000000	12.000000
q	14.000000	9.000000
r	11.000000	8.000000
a	1.000000	1.000000
h	6.000000	5.000000
n	6.000000	7.000000
v	12.000000	11.000000
w	16.000000	27.000000
x	33.000000	12.000000
v	14.000000	9.000000
o	8.000000	6.000000
d	5.000000	4.000000
w	37.000000	15.000000
n	11.000000	7.000000
o	14.000000	9.000000
j	11.000000	7.000000
p	20.000000	16.000000
e	8.000000	4.000000
w	16.000000	12.000000
b	3.000000	2.000000
a	2.000000	1.000000
c	5.000000	5.000000
u	17.000000	13.000000
i	9.000000	6.000000
k	31.000000	12.000000
x	21.000000	14.000000
o	14.000000	8.000000
c	4.000000	2.000000
v	17.000000	10.000000
i	12.000000	6.000000
a	2.000000	1.000000
t	19.000000	10.000000
i	11.000000	7.000000
k	11.000000	7.000000
b	3.000000	2.000000
o	14.000000	8.000000
m	14.000000	8.000000
u	17.000000	11.000000
h	28.000000	7.000000
x	28.000000	17.000000
p	21.000000	9.000000
y	17.000000	12.000000
z	17.000000	12.000000
v	17.000000	12.000000
w	17.000000	44.000000
w	37.000000	45.000000
b	4.000000	2.000000
c	5.000000	3.000000
h	12.000000	6.000000
j	14.000000	6.000000
m	12.000000	8.000000
s	16.000000	11.000000
d	6.000000	3.000000
m	11.000000	8.000000
f	8.000000	32.000000
r	15.000000	10.000000
x	51.000000	15.000000
j	9.000000	6.000000
i	10.000000	6.000000
o	12.000000	9.000000
i	13.000000	6.000000
w	27.000000	15.000000
t	70.000000	13.000000
l	31.000000	8.000000
i	13.000000	7.000000
n	16.000000	31.000000
q	18.000000	10.000000
f	11.000000	5.000000
z	26.000000	14.000000
j	64.000000	9.000000
f	10.000000	5.000000
b	4.000000	3.000000
z	22.000000	14.000000
y	18.000000	12.000000
v	18.000000	12.000000
q	15.000000	36.000000
d	7.000000	22.000000
k	12.000000	7.000000
q	14.000000	10.000000
e	40.000000	5.000000
h	9.000000	7.000000
l	10.000000	6.000000
m	12.000000	7.000000
n	11.000000	8.000000
c	4.000000	3.000000
k	31.000000	9.000000
c	6.000000	3.000000
f	9.000000	4.000000
d	6.000000	4.000000
d	4.000000	4.000000
r	16.000000	9.000000
i	10.000000	6.000000
w	19.000000	11.000000
b	3.000000	2.000000
g	8.000000	5.000000
y	18.000000	13.000000
o	13.000000	8.000000
t	17.000000	11.000000
v	17.000000	13.000000
r	15.000000	9.000000
v	16.000000	10.000000
o	15.000000	9.000000
u	16.000000	11.000000
r	14.000000	13.000000
d	6.000000	5.000000
z	18.000000	33.000000
z	17.000000	14.000000
c	4.000000	3.000000
y	17.000000	13.000000
b	5.000000	3.000000
r	18.000000	10.000000
b	3.000000	2.000000
u	19.000000	13.000000
g	10.000000	6.000000
c	5.000000	3.000000
m	13.000000	8.000000
r	16.000000	10.000000
z	19.000000	13.000000
p	15.000000	9.000000
u	22.000000	15.000000
p	16.000000	10.000000
s	15.000000	15.000000
o	13.000000	8.000000
b	2.000000	3.000000
g	8.000000	6.000000
j	10.000000	6.000000
m	12.000000	8.000000
b	4.000000	3.000000
x	19.000000	12.000000
x	17.000000	12.000000
r	14.000000	10.000000
d	6.000000	23.000000
v	21.000000	14.000000
r	16.000000	10.000000
k	11.000000	7.000000
b	4.000000	2.000000
r	19.000000	10.000000
f	8.000000	5.000000
w	17.000000	11.000000
o	14.000000	8.000000
j	10.000000	7.000000
y	17.000000	12.000000
m	12.000000	8.000000
t	15.000000	14.000000
b	4.000000	3.000000
q	15.000000	8.000000
u	17.000000	10.000000
l	12.000000	8.000000
l	11.000000	8.000000
l	11.000000	8.000000
j	11.000000	6.000000
v	16.000000	12.000000
k	10.000000	6.000000
v	17.000000	11.000000
f	8.000000	5.000000
u	17.000000	11.000000
b	4.000000	3.000000
l	24.000000	9.000000
a	2.000000	1.000000
v	18.000000	13.000000
t	18.000000	11.000000
l	19.000000	7.000000
c	5.000000	3.000000
p	14.000000	9.000000
o	12.000000	8.000000
p	14.000000	10.000000
q	13.000000	9.000000
j	9.000000	6.000000
b	3.000000	2.000000
s	15.000000	11.000000
v	18.000000	13.000000
x	18.000000	12.000000
v	16.000000	12.000000
f	8.000000	5.000000
t	16.000000	11.000000
n	107.000000	23.000000
d	43.000000	4.000000
r	96.000000	22.000000
i	27.000000	6.000000
p	38.000000	28.000000
d	4.000000	3.000000
i	9.000000	5.000000
w	37.000000	14.000000
f	7.000000	5.000000
h	9.000000	8.000000
j	8.000000	7.000000
c	5.000000	3.000000
p	16.000000	10.000000
j	10.000000	8.000000
i	9.000000	7.000000
m	33.000000	10.000000
m	13.000000	9.000000
x	47.000000	14.000000
w	18.000000	15.000000
y	17.000000	13.000000
v	17.000000	13.000000
c	5.000000	3.000000
j	37.000000	6.000000
x	37.000000	14.000000
z	25.000000	15.000000
g	12.000000	7.000000
o	17.000000	11.000000
y	24.000000	14.000000
d	43.000000	5.000000
n	54.000000	16.000000
t	43.000000	18.000000
j	11.000000	9.000000
p	14.000000	10.000000
a	2.000000	1.000000
a	2.000000	1.000000
g	9.000000	6.000000
y	42.000000	16.000000
k	11.000000	13.000000
l	13.000000	8.000000
i	10.000000	7.000000
n	13.000000	9.000000
i	9.000000	7.000000
w	19.000000	14.000000
u	17.000000	13.000000
l	23.000000	14.000000
g	9.000000	19.000000
v	25.000000	17.000000
l	13.000000	9.000000
f	9.000000	6.000000
x	18.000000	13.000000
r	15.000000	13.000000
g	8.000000	5.000000
t	17.000000	13.000000
r	15.000000	13.000000
w	17.000000	14.000000
l	11.000000	10.000000
t	15.000000	13.000000
g	8.000000	6.000000
z	27.000000	14.000000
c	4.000000	3.000000
c	5.000000	3.000000
v	17.000000	48.000000
s	17.000000	38.000000
h	40.000000	9.000000
o	17.000000	12.000000
p	17.000000	15.000000
s	18.000000	15.000000
v	22.000000	141.000000
l	25.000000	7.000000
y	31.000000	15.000000
q	18.000000	9.000000
f	8.000000	5.000000
z	20.000000	11.000000
t	46.000000	9.000000
h	13.000000	6.000000
e	9.000000	7.000000
n	16.000000	10.000000
f	11.000000	5.000000
v	33.000000	15.000000
m	20.000000	9.000000
f	13.000000	5.000000
r	18.000000	9.000000
c	3.000000	3.000000
i	9.000000	6.000000
x	16.000000	10.000000
t	15.000000	10.000000
n	12.000000	7.000000
x	18.000000	10.000000
b	2.000000	2.000000
d	6.000000	4.000000
b	3.000000	2.000000
c	4.000000	3.000000
b	3.000000	2.000000
s	15.000000	9.000000
j	12.000000	7.000000
p	13.000000	16.000000
b	4.000000	2.000000
l	12.000000	7.000000
t	15.000000	13.000000
k	11.000000	7.000000
d	6.000000	5.000000
v	16.000000	13.000000
r	14.000000	11.000000
t	16.000000	14.000000
w	16.000000	14.000000
g	13.000000	7.000000
f	9.000000	6.000000
e	7.000000	5.000000
k	20.000000	9.000000
y	19.000000	14.000000
z	17.000000	13.000000
a	7.000000	2.000000
o	95.000000	19.000000
w	40.000000	40.000000
d	8.000000	5.000000
i	11.000000	8.000000
i	9.000000	7.000000
o	12.000000	7.000000
d	4.000000	4.000000
z	22.000000	16.000000
g	8.000000	7.000000
d	7.000000	5.000000
s	15.000000	39.000000
c	4.000000	2.000000
x	18.000000	14.000000
s	14.000000	12.000000
w	16.000000	29.000000
o	13.000000	11.000000
e	10.000000	5.000000
s	15.000000	12.000000
m	11.000000	9.000000
p	13.000000	12.000000
a	3.000000	2.000000
m	71.000000	12.000000
s	16.000000	13.000000
q	17.000000	30.000000
m	13.000000	10.000000
l	24.000000	9.000000
s	20.000000	15.000000
v	19.000000	15.000000
q	14.000000	12.000000
d	6.000000	4.000000
m	10.000000	10.000000
f	9.000000	5.000000
e	7.000000	6.000000
o	14.000000	8.000000
q	16.000000	10.000000
x	18.000000	13.000000
w	38.000000	14.000000
s	54.000000	14.000000
k	10.000000	8.000000
g	9.000000	5.000000
j	10.000000	7.000000
n	12.000000	9.000000
v	23.000000	14.000000
e	7.000000	5.000000
i	10.000000	27.000000
e	7.000000	6.000000
f	27.000000	7.000000
r	37.000000	11.000000
h	11.000000	6.000000
r	15.000000	9.000000
h	10.000000	6.000000
f	7.000000	5.000000
z	24.000000	12.000000
h	8.000000	5.000000
v	17.000000	11.000000
z	16.000000	52.000000
i	17.000000	6.000000
n	12.000000	7.000000
k	10.000000	7.000000
r	13.000000	9.000000
o	12.000000	8.000000
o	11.000000	7.000000
w	14.000000	10.000000
w	15.000000	12.000000
b	3.000000	2.000000
z	18.000000	11.000000
u	16.000000	10.000000
e	6.000000	5.000000
y	15.000000	10.000000
m	14.000000	8.000000
b	8.000000	3.000000
e	13.000000	5.000000
h	13.000000	7.000000
j	12.000000	6.000000
o	36.000000	8.000000
f	9.000000	5.000000
r	22.000000	9.000000
z	23.000000	13.000000
y	17.000000	13.000000
y	44.000000	12.000000
o	12.000000	8.000000
e	8.000000	5.000000
b	4.000000	2.000000
e	7.000000	4.000000
v	18.000000	12.000000
u	17.000000	12.000000
g	10.000000	5.000000
j	10.000000	6.000000
u	44.000000	18.000000
w	16.000000	9.000000
j	9.000000	6.000000
v	15.000000	10.000000
x	36.000000	15.000000
n	11.000000	8.000000
n	10.000000	8.000000
a	2.000000	1.000000
a	2.000000	1.000000
i	10.000000	7.000000
e	8.000000	5.000000
m	12.000000	7.000000
u	19.000000	12.000000
f	26.000000	6.000000
z	17.000000	10.000000
i	10.000000	7.000000
q	12.000000	9.000000
n	9.000000	7.000000
g	6.000000	5.000000
l	9.000000	6.000000
e	6.000000	5.000000
h	8.000000	6.000000
u	16.000000	9.000000
f	6.000000	5.000000
w	13.000000	10.000000
t	12.000000	8.000000
b	3.000000	3.000000
r	13.000000	9.000000
j	19.000000	6.000000
n	12.000000	7.000000
l	8.000000	7.000000
w	23.000000	12.000000
u	15.000000	10.000000
o	41.000000	9.000000
x	18.000000	11.000000
y	15.000000	11.000000
d	6.000000	4.000000
a	2.000000	2.000000
p	21.000000	10.000000
z	21.000000	11.000000
k	13.000000	7.000000
e	7.000000	5.000000
w	21.000000	11.000000
f	7.000000	5.000000
m	24.000000	9.000000
s	41.000000	13.000000
h	10.000000	7.000000
u	16.000000	11.000000
r	26.000000	9.000000
i	10.000000	6.000000
e	6.000000	4.000000
n	10.000000	7.000000
o	7.000000	7.000000
d	5.000000	4.000000
o	17.000000	8.000000
n	11.000000	8.000000
a	1.000000	1.000000
y	49.000000	14.000000
z	19.000000	14.000000
r	14.000000	21.000000
n	12.000000	8.000000
a	3.000000	1.000000
a	1.000000	2.000000
h	11.000000	6.000000
n	13.000000	8.000000
p	14.000000	10.000000
o	12.000000	8.000000
n	13.000000	8.000000
n	11.000000	9.000000
g	8.000000	6.000000
p	14.000000	9.000000
c	5.000000	3.000000
a	3.000000	1.000000
d	7.000000	4.000000
s	24.000000	11.000000
i	10.000000	7.000000
s	16.000000	10.000000
d	6.000000	4.000000
m	11.000000	7.000000
k	12.000000	7.000000
f	13.000000	6.000000
c	4.000000	2.000000
r	18.000000	9.000000
l	13.000000	7.000000
p	14.000000	9.000000
r	15.000000	9.000000
i	9.000000	7.000000
o	12.000000	8.000000
h	10.000000	6.000000
q	14.000000	9.000000
c	4.000000	2.000000
k	10.000000	7.000000
o	40.000000	12.000000
o	12.000000	8.000000
t	19.000000	11.000000
s	16.000000	11.000000
b	3.000000	2.000000
j	11.000000	6.000000
f	7.000000	5.000000
c	4.000000	3.000000
k	12.000000	7.000000
s	17.000000	11.000000
f	7.000000	6.000000
x	19.000000	12.000000
u	16.000000	11.000000
w	17.000000	10.000000
f	8.000000	5.000000
r	13.000000	11.000000
k	17.000000	7.000000
z	24.000000	14.000000
u	17.000000	12.000000
a	1.000000	1.000000
t	16.000000	11.000000
w	17.000000	12.000000
o	12.000000	8.000000
m	11.000000	8.000000
j	10.000000	6.000000
r	14.000000	10.000000
w	16.000000	13.000000
i	10.000000	6.000000
t	16.000000	11.000000
g	8.000000	5.000000
d	4.000000	3.000000
e	7.000000	4.000000
r	23.000000	11.000000
r	16.000000	10.000000
s	17.000000	10.000000
y	18.000000	11.000000
s	16.000000	10.000000
g	8.000000	6.000000
q	13.000000	9.000000
l	10.000000	7.000000
i	9.000000	6.000000
o	11.000000	8.000000
f	6.000000	5.000000
z	15.000000	153.000000
u	84.000000	16.000000
w	17.000000	11.000000
x	17.000000	11.000000
h	7.000000	5.000000
g	5.000000	5.000000
i	6.000000	5.000000
t	14.000000	10.000000
f	6.000000	4.000000
p	8.000000	7.000000
m	7.000000	7.000000
k	7.000000	5.000000
s	10.000000	9.000000
f	5.000000	5.000000
r	14.000000	10.000000
o	9.000000	8.000000
n	25.000000	9.000000
z	19.000000	12.000000
y	19.000000	14.000000
u	12.000000	10.000000
a	2.000000	1.000000
n	8.000000	7.000000
